1651363200000,37630.80000000,38675.00000000,37386.38000000,38468.35000000,38812.24104000,1651449599999,1478259271.91387300,1021157,19551.11747000,744825800.81439740,0
1651449600000,38468.35000000,39167.34000000,38052.00000000,38525.16000000,53200.92628000,1651535999999,2058450718.29632340,1053893,27276.29561000,1055369693.13392710,0
1651536000000,38525.16000000,38651.51000000,37517.80000000,37728.95000000,40316.45358000,1651622399999,1539320434.26472350,1005131,20002.76343000,764016892.67450520,0
1651622400000,37728.95000000,40023.77000000,37670.00000000,39690.00000000,62574.61736000,1651708799999,2438553987.45354350,1238847,32968.16942000,1284541284.60213790,0
1651708800000,39690.00000000,39845.51000000,35571.90000000,36552.97000000,88722.43355000,1651795199999,3329684235.96395180,1979692,41786.44096000,1568954443.58516280,0
1651795200000,36552.97000000,36675.63000000,35258.00000000,36013.77000000,68437.80187000,1651881599999,2466507512.18202880,1214518,34536.42346000,1245062436.83763490,0
1651881600000,36013.77000000,36146.30000000,34785.00000000,35472.39000000,34281.70682000,1651967999999,1222539413.64009840,746488,15385.18829000,548855038.23563790,0
1651968000000,35472.40000000,35514.22000000,33713.95000000,34038.40000000,72445.64344000,1652054399999,2498365159.99458080,1301451,32350.03935000,1115547715.91452730,0
1652054400000,34038.39000000,34243.15000000,30033.33000000,30076.31000000,191876.92642800,1652140799999,6166367111.27572469,2564538,86538.96256900,2781053306.47254561,0
1652140800000,30074.23000000,32658.99000000,29730.40000000,31017.10000000,165532.00311000,1652227199999,5179856929.47992947,2470325,73691.19610600,2307177624.54194415,0
1652227200000,31017.11000000,32162.59000000,27785.00000000,29103.94000000,207063.73927800,1652313599999,6300295994.55313893,3559270,99622.11747500,3036296142.09820864,0
1652313600000,29103.94000000,30243.00000000,26700.00000000,29029.75000000,204507.26313800,1652399999999,5795451310.94557822,3951233,101465.27825700,2877462252.21222825,0
1652400000000,29029.74000000,31083.37000000,28751.67000000,29287.05000000,97872.36957000,1652486399999,2956855804.85611210,2051900,48827.72764000,1475641181.96274990,0
1652486400000,29287.05000000,30343.27000000,28630.00000000,30086.74000000,51095.87863000,1652572799999,1501483453.50089050,1204626,25908.17135000,761545954.19045650,0
1652572800000,30086.74000000,31460.00000000,29480.00000000,31328.89000000,46275.66912000,1652659199999,1401499926.23041760,1016769,24163.36200000,732332763.60944860,0
1652659200000,31328.89000000,31328.90000000,29087.04000000,29874.01000000,73082.19658000,1652745599999,2185567735.68206220,1561954,36284.05379000,1085179422.72193680,0
1652745600000,29874.01000000,30788.37000000,29450.38000000,30444.93000000,56724.13307000,1652831999999,1715109131.08020630,1175382,28600.36238000,865031716.54042880,0
1652832000000,30444.93000000,30709.99000000,28654.47000000,28715.32000000,59749.15799000,1652918399999,1762843836.12693780,1379212,29501.76769000,870623227.20705700,0
1652918400000,28715.33000000,30545.18000000,28691.38000000,30319.23000000,67877.36415000,1653004799999,2014360135.78527210,1860780,35339.65787000,1049163442.90203710,0
1653004800000,30319.22000000,30777.33000000,28730.00000000,29201.01000000,60517.25325000,1653091199999,1800589029.27087810,1694004,30890.40127000,919467696.61815910,0
1653091200000,29201.01000000,29656.18000000,28947.28000000,29445.06000000,20987.13124000,1653177599999,616194663.97921110,643486,10558.92886000,310046148.80258760,0
1653177600000,29445.07000000,30487.99000000,29255.11000000,30293.94000000,36158.98748000,1653263999999,1082530816.01624980,862880,18538.10071000,555044195.79738030,0
1653264000000,30293.93000000,30670.51000000,28866.35000000,29109.15000000,63901.49932000,1653350399999,1914305818.07451870,1328317,30476.66811000,913813980.95331840,0
1653350400000,29109.14000000,29845.86000000,28669.00000000,29654.58000000,59442.96036000,1653436799999,1740257602.30676980,946421,29480.07674000,863516681.51292810,0
1653436800000,29654.58000000,30223.74000000,29294.21000000,29542.15000000,59537.38659000,1653523199999,1771708175.07189140,985440,28846.96589000,858587338.50383790,0
1653523200000,29542.14000000,29886.64000000,28019.56000000,29201.35000000,94581.65463000,1653609599999,2759055410.39775190,1431112,45206.85416000,1319426335.71623620,0
1653609600000,29201.35000000,29397.66000000,28282.90000000,28629.80000000,90998.52010000,1653695999999,2626515958.50348980,1321406,43590.05398000,1258912486.70486010,0
1653696000000,28629.81000000,29266.00000000,28450.00000000,29031.33000000,34479.35127000,1653782399999,994674257.56792310,684423,17561.21465000,506633343.68004640,0
1653782400000,29031.33000000,29587.78000000,28839.21000000,29468.10000000,27567.34764000,1653868799999,804777532.64976050,635311,13735.42581000,401056725.56553910,0
1653868800000,29468.10000000,32222.00000000,29299.62000000,31734.22000000,96785.94760000,1653955199999,2980527582.46749530,1380410,45024.45633000,1384940691.96695780,0
1653955200000,31734.23000000,32399.00000000,31200.01000000,31801.04000000,62433.11632000,1654041599999,1981259117.01154660,1161340,30046.95511000,953574564.32611060,0
